,sentence,sentiment,sentiment_id
1312,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila",neutral,0
1313,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector",neutral,0
1314,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform",neutral,0
1315,"So far as is known , he did not sell shares that he owns personally",neutral,0
1316,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",neutral,0
1317,"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia",neutral,0
1318,Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights,neutral,0
1319,"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions",neutral,0
1320,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008",neutral,0
1321,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia,neutral,0
1322,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore,neutral,0
1323,"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses",neutral,0
1324,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights",neutral,0
1325,Technopolis has approximately 130 customer companies in Jyvaskyla,neutral,0
1326,"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide",neutral,0
1327,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks",neutral,0
1328,Terms of the acquisition were not disclosed,neutral,0
1329,Terms were not disclosed,neutral,0
1330,"The 19,200-square metre technology center is located near University of Tampere in central Tampere",neutral,0
1331,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers",neutral,0
1332,The acquisition is expected to take place by the end of August 2007,neutral,0
1333,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",neutral,0
1334,"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report",neutral,0
1335,"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares",neutral,0
1336,"The approximately 20,000 dwt vessel has been ordered from India",neutral,0
1337,The arrangements do not apply to the group 's units outside Finland,neutral,0
1338,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles,neutral,0
1339,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products",neutral,0
1340,The bond has a value of EUR150m and a maturity of 4 years,neutral,0
1341,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla",neutral,0
1342,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants",neutral,0
1343,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers",neutral,0
1344,"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis",neutral,0
1345,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees",neutral,0
1346,The combined value of the orders is almost EUR 3mn,neutral,0
1347,The combined value of the orders is EUR 45mn,neutral,0
1348,The combined value of the planned investments is about EUR 30mn,neutral,0
1349,"The company can not give up palm oil altogether , however",neutral,0
1350,The company did not disclose the price of the acquisition,neutral,0
1351,The company distributes Hiab 's products as well as other products,neutral,0
1352,The company does not disclose the sum it applied for,neutral,0
1353,The company expects meat purchases to remain at about 8mn kilos in 2011,neutral,0
1354,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009",neutral,0
1355,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki",neutral,0
1356,The company may at any time have in its possession one tenth of all its shares at the maximum,neutral,0
1357,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District,neutral,0
1358,"The company operates worldwide and employs in total approximately 47,000 persons",neutral,0
1359,The company reiterates its outlook for 2009,neutral,0
1360,"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009",neutral,0
1361,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005,neutral,0
1362,The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry,neutral,0
1363,The company 's model is based on developer contracting construction projects and customer focused project management,neutral,0
1364,The company said that the results of the third quarter do not include non-recurring items,neutral,0
1365,The company says the measures are no longer needed,neutral,0
1366,"The Company serves approximately 3,000 customers in over 100 countries",neutral,0
1367,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households",neutral,0
1368,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households",neutral,0
1369,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia",neutral,0
1370,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week",neutral,0
1371,The company will propose a dividend of EUR0 .12 per share for 2008,neutral,0
1372,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles",neutral,0
1373,"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden",neutral,0
1374,The contract has been allotted as per lowest price criteria,neutral,0
1375,"The contract includes design , construction , delivery of equipment , installation and commissioning",neutral,0
1376,"The contract includes software licences , application maintenance and training",neutral,0
1377,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP",neutral,0
1378,The contract is for next year,neutral,0
1379,The contract will take effect in 2009 for a five or ten year period,neutral,0
1380,"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect",neutral,0
1381,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir,neutral,0
